horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,late_phase,ability_factor,time,elapsed_time,progress
14,スティンガーグラス,7,差し,374.843,15,6.0,37.197,61.121,77.264,0.0,0.0,26.583,26.583,0.1873
11,シンエンペラー,6,差し,372.06,16,5.22,39.98,54.86,73.209,0.0,0.0,26.583,26.583,0.1873
8,タガノデュード,4,追込,362.91,17,3.0,49.13,71.2,81.806,0.0,0.0,26.583,26.583,0.1873
6,ビザンチンドリーム,3,追込,348.292,18,2.0,63.748,58.422,76.695,0.0,0.0,26.583,26.583,0.1873
16,メイショウタバル,8,逃げ,419.398,1,7.0,0.0,74.557,75.358,0.0,0.0,27.058,27.058,0.1906
12,マイネルエンペラー,6,逃げ,417.454,2,5.0,1.944,52.086,66.306,0.0,0.0,27.058,27.058,0.1906
5,クロワデュノール,3,先行,412.249,3,2.22,7.149,84.154,89.408,0.0,0.0,27.058,27.058,0.1906
2,ミュージアムマイル,1,先行,410.931,4,0.0,8.467,73.195,82.272,0.0,0.0,27.058,27.058,0.1906
17,レガレイラ,8,先行,409.428,5,7.0,9.97,68.507,79.338,0.0,0.0,27.058,27.058,0.1906
9,コスモキュランダ,5,先行,407.574,6,4.22,11.824,64.219,71.241,0.0,0.0,27.058,27.058,0.1906
4,ミクニインスパイア,2,先行,407.105,7,1.0,12.293,62.769,75.093,0.0,0.0,27.058,27.058,0.1906
7,ファミリータイム,4,先行,406.422,8,3.22,12.976,60.592,73.6,0.0,0.0,27.058,27.058,0.1906
3,シュガークン,2,先行,404.915,9,1.22,14.483,52.467,61.843,0.0,0.0,27.058,27.058,0.1906
18,ミステリーウェイ,8,先行,403.164,10,7.0,16.234,43.76,58.039,0.0,0.0,27.058,27.058,0.1906
1,ダノンデサイル,1,差し,390.634,11,0.22,28.764,79.175,85.766,0.0,0.0,27.058,27.058,0.1906
15,マイユニバース,7,差し,387.622,12,6.22,31.776,70.558,80.631,0.0,0.0,27.058,27.058,0.1906
10,ジューンテイク,5,差し,384.033,13,4.0,35.365,67.114,73.771,0.0,0.0,27.058,27.058,0.1906
13,シェイクユアハート,7,差し,382.279,14,6.22,37.119,67.357,78.592,0.0,0.0,27.058,27.058,0.1906
14,スティンガーグラス,7,差し,381.537,15,6.0,37.861,61.121,77.264,0.0,0.0,27.058,27.058,0.1906
11,シンエンペラー,6,差し,378.704,16,5.22,40.694,54.86,73.209,0.0,0.0,27.058,27.058,0.1906
8,タガノデュード,4,追込,369.391,17,3.0,50.007,71.2,81.806,0.0,0.0,27.058,27.058,0.1906
6,ビザンチンドリーム,3,追込,354.512,18,2.0,64.886,58.422,76.695,0.0,0.0,27.058,27.058,0.1906
16,メイショウタバル,8,逃げ,426.756,1,7.0,0.0,74.557,75.358,0.0,0.0,27.533,27.533,0.194
12,マイネルエンペラー,6,逃げ,424.778,2,5.0,1.978,52.086,66.306,0.0,0.0,27.533,27.533,0.194
5,クロワデュノール,3,先行,419.482,3,2.22,7.274,84.154,89.408,0.0,0.0,27.533,27.533,0.194
2,ミュージアムマイル,1,先行,418.141,4,0.0,8.615,73.195,82.272,0.0,0.0,27.533,27.533,0.194
17,レガレイラ,8,先行,416.611,5,7.0,10.145,68.507,79.338,0.0,0.0,27.533,27.533,0.194
9,コスモキュランダ,5,先行,414.725,6,4.22,12.031,64.219,71.241,0.0,0.0,27.533,27.533,0.194
4,ミクニインスパイア,2,先行,414.247,7,1.0,12.509,62.769,75.093,0.0,0.0,27.533,27.533,0.194
7,ファミリータイム,4,先行,413.553,8,3.22,13.203,60.592,73.6,0.0,0.0,27.533,27.533,0.194
3,シュガークン,2,先行,412.019,9,1.22,14.737,52.467,61.843,0.0,0.0,27.533,27.533,0.194
18,ミステリーウェイ,8,先行,410.237,10,7.0,16.519,43.76,58.039,0.0,0.0,27.533,27.533,0.194
1,ダノンデサイル,1,差し,397.487,11,0.22,29.269,79.175,85.766,0.0,0.0,27.533,27.533,0.194
15,マイユニバース,7,差し,394.422,12,6.22,32.333,70.558,80.631,0.0,0.0,27.533,27.533,0.194
10,ジューンテイク,5,差し,390.77,13,4.0,35.986,67.114,73.771,0.0,0.0,27.533,27.533,0.194
13,シェイクユアハート,7,差し,388.986,14,6.22,37.77,67.357,78.592,0.0,0.0,27.533,27.533,0.194
14,スティンガーグラス,7,差し,388.23,15,6.0,38.526,61.121,77.264,0.0,0.0,27.533,27.533,0.194
11,シンエンペラー,6,差し,385.348,16,5.22,41.408,54.86,73.209,0.0,0.0,27.533,27.533,0.194
8,タガノデュード,4,追込,375.871,17,3.0,50.885,71.2,81.806,0.0,0.0,27.533,27.533,0.194
6,ビザンチンドリーム,3,追込,360.731,18,2.0,66.024,58.422,76.695,0.0,0.0,27.533,27.533,0.194
16,メイショウタバル,8,逃げ,434.114,1,7.0,0.0,74.557,75.358,0.0,0.0,28.007,28.007,0.1973
12,マイネルエンペラー,6,逃げ,432.101,2,5.0,2.012,52.086,66.306,0.0,0.0,28.007,28.007,0.1973
5,クロワデュノール,3,先行,426.714,3,2.22,7.399,84.154,89.408,0.0,0.0,28.007,28.007,0.1973
2,ミュージアムマイル,1,先行,425.35,4,0.0,8.764,73.195,82.272,0.0,0.0,28.007,28.007,0.1973
17,レガレイラ,8,先行,423.794,5,7.0,10.32,68.507,79.338,0.0,0.0,28.007,28.007,0.1973
9,コスモキュランダ,5,先行,421.875,6,4.22,12.239,64.219,71.241,0.0,0.0,28.007,28.007,0.1973
4,ミクニインスパイア,2,先行,421.389,7,1.0,12.725,62.769,75.093,0.0,0.0,28.007,28.007,0.1973
7,ファミリータイム,4,先行,420.683,8,3.22,13.431,60.592,73.6,0.0,0.0,28.007,28.007,0.1973
3,シュガークン,2,先行,419.123,9,1.22,14.991,52.467,61.843,0.0,0.0,28.007,28.007,0.1973
18,ミステリーウェイ,8,先行,417.31,10,7.0,16.804,43.76,58.039,0.0,0.0,28.007,28.007,0.1973
1,ダノンデサイル,1,差し,404.341,11,0.22,29.773,79.175,85.766,0.0,0.0,28.007,28.007,0.1973
15,マイユニバース,7,差し,401.223,12,6.22,32.891,70.558,80.631,0.0,0.0,28.007,28.007,0.1973
10,ジューンテイク,5,差し,397.507,13,4.0,36.606,67.114,73.771,0.0,0.0,28.007,28.007,0.1973
13,シェイクユアハート,7,差し,395.693,14,6.22,38.421,67.357,78.592,0.0,0.0,28.007,28.007,0.1973
14,スティンガーグラス,7,差し,394.924,15,6.0,39.19,61.121,77.264,0.0,0.0,28.007,28.007,0.1973
11,シンエンペラー,6,差し,391.991,16,5.22,42.122,54.86,73.209,0.0,0.0,28.007,28.007,0.1973
8,タガノデュード,4,追込,382.352,17,3.0,51.762,71.2,81.806,0.0,0.0,28.007,28.007,0.1973
6,ビザンチンドリーム,3,追込,366.951,18,2.0,67.163,58.422,76.695,0.0,0.0,28.007,28.007,0.1973
16,メイショウタバル,8,逃げ,441.472,1,7.0,0.0,74.557,75.358,0.0,0.0,28.482,28.482,0.2007
12,マイネルエンペラー,6,逃げ,438.072,2,5.0,3.399,52.086,66.306,0.0,0.0,28.482,28.482,0.2007
5,クロワデュノール,3,先行,434.305,3,2.22,7.166,84.154,89.408,0.0,0.0,28.482,28.482,0.2007
2,ミュージアムマイル,1,先行,432.922,4,0.0,8.549,73.195,82.272,0.0,0.0,28.482,28.482,0.2007
17,レガレイラ,8,先行,431.345,5,7.0,10.127,68.507,79.338,0.0,0.0,28.482,28.482,0.2007
9,コスモキュランダ,5,先行,429.4,6,4.22,12.071,64.219,71.241,0.0,0.0,28.482,28.482,0.2007
4,ミクニインスパイア,2,先行,428.908,7,1.0,12.564,62.769,75.093,0.0,0.0,28.482,28.482,0.2007
7,ファミリータイム,4,先行,428.192,8,3.22,13.28,60.592,73.6,0.0,0.0,28.482,28.482,0.2007
3,シュガークン,2,先行,426.611,9,1.22,14.861,52.467,61.843,0.0,0.0,28.482,28.482,0.2007
18,ミステリーウェイ,8,先行,424.773,10,7.0,16.698,43.76,58.039,0.0,0.0,28.482,28.482,0.2007
1,ダノンデサイル,1,差し,411.628,11,0.22,29.843,79.175,85.766,0.0,0.0,28.482,28.482,0.2007
15,マイユニバース,7,差し,408.468,12,6.22,33.003,70.558,80.631,0.0,0.0,28.482,28.482,0.2007
10,ジューンテイク,5,差し,404.702,13,4.0,36.769,67.114,73.771,0.0,0.0,28.482,28.482,0.2007
13,シェイクユアハート,7,差し,402.863,14,6.22,38.608,67.357,78.592,0.0,0.0,28.482,28.482,0.2007
14,スティンガーグラス,7,差し,402.084,15,6.0,39.388,61.121,77.264,0.0,0.0,28.482,28.482,0.2007
11,シンエンペラー,6,差し,399.112,16,5.22,42.36,54.86,73.209,0.0,0.0,28.482,28.482,0.2007
8,タガノデュード,4,追込,389.341,17,3.0,52.13,71.2,81.806,0.0,0.0,28.482,28.482,0.2007
6,ビザンチンドリーム,3,追込,373.732,18,2.0,67.74,58.422,76.695,0.0,0.0,28.482,28.482,0.2007
16,メイショウタバル,8,逃げ,448.829,1,7.0,0.0,74.557,75.358,0.0,0.0,28.957,28.957,0.204
12,マイネルエンペラー,6,逃げ,445.43,2,5.0,3.399,52.086,66.306,0.0,0.0,28.957,28.957,0.204
5,クロワデュノール,3,先行,441.663,3,2.22,7.166,84.154,89.408,0.0,0.0,28.957,28.957,0.204
2,ミュージアムマイル,1,先行,440.28,4,0.0,8.549,73.195,82.272,0.0,0.0,28.957,28.957,0.204
17,レガレイラ,8,先行,438.703,5,7.0,10.127,68.507,79.338,0.0,0.0,28.957,28.957,0.204
9,コスモキュランダ,5,先行,436.758,6,4.22,12.071,64.219,71.241,0.0,0.0,28.957,28.957,0.204
4,ミクニインスパイア,2,先行,436.266,7,1.0,12.564,62.769,75.093,0.0,0.0,28.957,28.957,0.204
7,ファミリータイム,4,先行,435.55,8,3.22,13.28,60.592,73.6,0.0,0.0,28.957,28.957,0.204
3,シュガークン,2,先行,433.969,9,1.22,14.861,52.467,61.843,0.0,0.0,28.957,28.957,0.204
18,ミステリーウェイ,8,先行,432.131,10,7.0,16.698,43.76,58.039,0.0,0.0,28.957,28.957,0.204
1,ダノンデサイル,1,差し,418.986,11,0.22,29.843,79.175,85.766,0.0,0.0,28.957,28.957,0.204
15,マイユニバース,7,差し,415.826,12,6.22,33.003,70.558,80.631,0.0,0.0,28.957,28.957,0.204
10,ジューンテイク,5,差し,412.06,13,4.0,36.769,67.114,73.771,0.0,0.0,28.957,28.957,0.204
13,シェイクユアハート,7,差し,410.221,14,6.22,38.608,67.357,78.592,0.0,0.0,28.957,28.957,0.204
14,スティンガーグラス,7,差し,409.442,15,6.0,39.388,61.121,77.264,0.0,0.0,28.957,28.957,0.204
11,シンエンペラー,6,差し,406.469,16,5.22,42.36,54.86,73.209,0.0,0.0,28.957,28.957,0.204
8,タガノデュード,4,追込,396.699,17,3.0,52.13,71.2,81.806,0.0,0.0,28.957,28.957,0.204
6,ビザンチンドリーム,3,追込,381.089,18,2.0,67.74,58.422,76.695,0.0,0.0,28.957,28.957,0.204
16,メイショウタバル,8,逃げ,456.187,1,7.0,0.0,74.557,75.358,0.0,0.0,29.431,29.431,0.2074
12,マイネルエンペラー,6,逃げ,452.788,2,5.0,3.399,52.086,66.306,0.0,0.0,29.431,29.431,0.2074
5,クロワデュノール,3,先行,449.021,3,2.22,7.166,84.154,89.408,0.0,0.0,29.431,29.431,0.2074
2,ミュージアムマイル,1,先行,447.638,4,0.0,8.549,73.195,82.272,0.0,0.0,29.431,29.431,0.2074
17,レガレイラ,8,先行,446.061,5,7.0,10.127,68.507,79.338,0.0,0.0,29.431,29.431,0.2074
9,コスモキュランダ,5,先行,444.116,6,4.22,12.071,64.219,71.241,0.0,0.0,29.431,29.431,0.2074
4,ミクニインスパイア,2,先行,443.623,7,1.0,12.564,62.769,75.093,0.0,0.0,29.431,29.431,0.2074
7,ファミリータイム,4,先行,442.908,8,3.22,13.28,60.592,73.6,0.0,0.0,29.431,29.431,0.2074
3,シュガークン,2,先行,441.327,9,1.22,14.861,52.467,61.843,0.0,0.0,29.431,29.431,0.2074
18,ミステリーウェイ,8,先行,439.489,10,7.0,16.698,43.76,58.039,0.0,0.0,29.431,29.431,0.2074
1,ダノンデサイル,1,差し,426.344,11,0.22,29.843,79.175,85.766,0.0,0.0,29.431,29.431,0.2074
15,マイユニバース,7,差し,423.184,12,6.22,33.003,70.558,80.631,0.0,0.0,29.431,29.431,0.2074
10,ジューンテイク,5,差し,419.418,13,4.0,36.769,67.114,73.771,0.0,0.0,29.431,29.431,0.2074
13,シェイクユアハート,7,差し,417.579,14,6.22,38.608,67.357,78.592,0.0,0.0,29.431,29.431,0.2074
14,スティンガーグラス,7,差し,416.8,15,6.0,39.388,61.121,77.264,0.0,0.0,29.431,29.431,0.2074
11,シンエンペラー,6,差し,413.827,16,5.22,42.36,54.86,73.209,0.0,0.0,29.431,29.431,0.2074
8,タガノデュード,4,追込,404.057,17,3.0,52.13,71.2,81.806,0.0,0.0,29.431,29.431,0.2074
6,ビザンチンドリーム,3,追込,388.447,18,2.0,67.74,58.422,76.695,0.0,0.0,29.431,29.431,0.2074
16,メイショウタバル,8,逃げ,463.545,1,7.0,0.0,74.557,75.358,0.0,0.0,29.906,29.906,0.2107
12,マイネルエンペラー,6,逃げ,460.146,2,5.0,3.399,52.086,66.306,0.0,0.0,29.906,29.906,0.2107
5,クロワデュノール,3,先行,456.379,3,2.22,7.166,84.154,89.408,0.0,0.0,29.906,29.906,0.2107
2,ミュージアムマイル,1,先行,454.996,4,0.0,8.549,73.195,82.272,0.0,0.0,29.906,29.906,0.2107
17,レガレイラ,8,先行,453.419,5,7.0,10.127,68.507,79.338,0.0,0.0,29.906,29.906,0.2107
9,コスモキュランダ,5,先行,451.474,6,4.22,12.071,64.219,71.241,0.0,0.0,29.906,29.906,0.2107
4,ミクニインスパイア,2,先行,450.981,7,1.0,12.564,62.769,75.093,0.0,0.0,29.906,29.906,0.2107
7,ファミリータイム,4,先行,450.266,8,3.22,13.28,60.592,73.6,0.0,0.0,29.906,29.906,0.2107
3,シュガークン,2,先行,448.684,9,1.22,14.861,52.467,61.843,0.0,0.0,29.906,29.906,0.2107
18,ミステリーウェイ,8,先行,446.847,10,7.0,16.698,43.76,58.039,0.0,0.0,29.906,29.906,0.2107
1,ダノンデサイル,1,差し,433.702,11,0.22,29.843,79.175,85.766,0.0,0.0,29.906,29.906,0.2107
15,マイユニバース,7,差し,430.542,12,6.22,33.003,70.558,80.631,0.0,0.0,29.906,29.906,0.2107
10,ジューンテイク,5,差し,426.776,13,4.0,36.769,67.114,73.771,0.0,0.0,29.906,29.906,0.2107
13,シェイクユアハート,7,差し,424.937,14,6.22,38.608,67.357,78.592,0.0,0.0,29.906,29.906,0.2107
14,スティンガーグラス,7,差し,424.157,15,6.0,39.388,61.121,77.264,0.0,0.0,29.906,29.906,0.2107
11,シンエンペラー,6,差し,421.185,16,5.22,42.36,54.86,73.209,0.0,0.0,29.906,29.906,0.2107
8,タガノデュード,4,追込,411.415,17,3.0,52.13,71.2,81.806,0.0,0.0,29.906,29.906,0.2107
6,ビザンチンドリーム,3,追込,395.805,18,2.0,67.74,58.422,76.695,0.0,0.0,29.906,29.906,0.2107
16,メイショウタバル,8,逃げ,470.903,1,7.0,0.0,74.557,75.358,0.0,0.0,30.381,30.381,0.214
12,マイネルエンペラー,6,逃げ,467.504,2,5.0,3.399,52.086,66.306,0.0,0.0,30.381,30.381,0.214
5,クロワデュノール,3,先行,463.737,3,2.22,7.166,84.154,89.408,0.0,0.0,30.381,30.381,0.214
2,ミュージアムマイル,1,先行,462.354,4,0.0,8.549,73.195,82.272,0.0,0.0,30.381,30.381,0.214
17,レガレイラ,8,先行,460.776,5,7.0,10.127,68.507,79.338,0.0,0.0,30.381,30.381,0.214
9,コスモキュランダ,5,先行,458.832,6,4.22,12.071,64.219,71.241,0.0,0.0,30.381,30.381,0.214
4,ミクニインスパイア,2,先行,458.339,7,1.0,12.564,62.769,75.093,0.0,0.0,30.381,30.381,0.214
7,ファミリータイム,4,先行,457.623,8,3.22,13.28,60.592,73.6,0.0,0.0,30.381,30.381,0.214
3,シュガークン,2,先行,456.042,9,1.22,14.861,52.467,61.843,0.0,0.0,30.381,30.381,0.214
18,ミステリーウェイ,8,先行,454.205,10,7.0,16.698,43.76,58.039,0.0,0.0,30.381,30.381,0.214
1,ダノンデサイル,1,差し,441.06,11,0.22,29.843,79.175,85.766,0.0,0.0,30.381,30.381,0.214
15,マイユニバース,7,差し,437.9,12,6.22,33.003,70.558,80.631,0.0,0.0,30.381,30.381,0.214
10,ジューンテイク,5,差し,434.134,13,4.0,36.769,67.114,73.771,0.0,0.0,30.381,30.381,0.214
13,シェイクユアハート,7,差し,432.295,14,6.22,38.608,67.357,78.592,0.0,0.0,30.381,30.381,0.214
14,スティンガーグラス,7,差し,431.515,15,6.0,39.388,61.121,77.264,0.0,0.0,30.381,30.381,0.214
11,シンエンペラー,6,差し,428.543,16,5.22,42.36,54.86,73.209,0.0,0.0,30.381,30.381,0.214
8,タガノデュード,4,追込,418.773,17,3.0,52.13,71.2,81.806,0.0,0.0,30.381,30.381,0.214
6,ビザンチンドリーム,3,追込,403.163,18,2.0,67.74,58.422,76.695,0.0,0.0,30.381,30.381,0.214
16,メイショウタバル,8,逃げ,478.261,1,7.0,0.0,74.557,75.358,0.0,0.0,30.856,30.856,0.2174
12,マイネルエンペラー,6,逃げ,474.861,2,5.0,3.399,52.086,66.306,0.0,0.0,30.856,30.856,0.2174
5,クロワデュノール,3,先行,471.095,3,2.22,7.166,84.154,89.408,0.0,0.0,30.856,30.856,0.2174
2,ミュージアムマイル,1,先行,469.712,4,0.0,8.549,73.195,82.272,0.0,0.0,30.856,30.856,0.2174
17,レガレイラ,8,先行,468.134,5,7.0,10.127,68.507,79.338,0.0,0.0,30.856,30.856,0.2174
9,コスモキュランダ,5,先行,466.19,6,4.22,12.071,64.219,71.241,0.0,0.0,30.856,30.856,0.2174
4,ミクニインスパイア,2,先行,465.697,7,1.0,12.564,62.769,75.093,0.0,0.0,30.856,30.856,0.2174
7,ファミリータイム,4,先行,464.981,8,3.22,13.28,60.592,73.6,0.0,0.0,30.856,30.856,0.2174
3,シュガークン,2,先行,463.4,9,1.22,14.861,52.467,61.843,0.0,0.0,30.856,30.856,0.2174
18,ミステリーウェイ,8,先行,461.563,10,7.0,16.698,43.76,58.039,0.0,0.0,30.856,30.856,0.2174
1,ダノンデサイル,1,差し,448.417,11,0.22,29.843,79.175,85.766,0.0,0.0,30.856,30.856,0.2174
15,マイユニバース,7,差し,445.257,12,6.22,33.003,70.558,80.631,0.0,0.0,30.856,30.856,0.2174
10,ジューンテイク,5,差し,441.492,13,4.0,36.769,67.114,73.771,0.0,0.0,30.856,30.856,0.2174
13,シェイクユアハート,7,差し,439.652,14,6.22,38.608,67.357,78.592,0.0,0.0,30.856,30.856,0.2174
14,スティンガーグラス,7,差し,438.873,15,6.0,39.388,61.121,77.264,0.0,0.0,30.856,30.856,0.2174
11,シンエンペラー,6,差し,435.901,16,5.22,42.36,54.86,73.209,0.0,0.0,30.856,30.856,0.2174
8,タガノデュード,4,追込,426.13,17,3.0,52.13,71.2,81.806,0.0,0.0,30.856,30.856,0.2174
6,ビザンチンドリーム,3,追込,410.521,18,2.0,67.74,58.422,76.695,0.0,0.0,30.856,30.856,0.2174
16,メイショウタバル,8,逃げ,485.619,1,7.0,0.0,74.557,75.358,0.0,0.0,31.33,31.33,0.2207
12,マイネルエンペラー,6,逃げ,482.219,2,5.0,3.399,52.086,66.306,0.0,0.0,31.33,31.33,0.2207
5,クロワデュノール,3,先行,478.452,3,2.22,7.166,84.154,89.408,0.0,0.0,31.33,31.33,0.2207
2,ミュージアムマイル,1,先行,477.07,4,0.0,8.549,73.195,82.272,0.0,0.0,31.33,31.33,0.2207
17,レガレイラ,8,先行,475.492,5,7.0,10.127,68.507,79.338,0.0,0.0,31.33,31.33,0.2207
9,コスモキュランダ,5,先行,473.548,6,4.22,12.071,64.219,71.241,0.0,0.0,31.33,31.33,0.2207
4,ミクニインスパイア,2,先行,473.055,7,1.0,12.564,62.769,75.093,0.0,0.0,31.33,31.33,0.2207
7,ファミリータイム,4,先行,472.339,8,3.22,13.28,60.592,73.6,0.0,0.0,31.33,31.33,0.2207
3,シュガークン,2,先行,470.758,9,1.22,14.861,52.467,61.843,0.0,0.0,31.33,31.33,0.2207
18,ミステリーウェイ,8,先行,468.92,10,7.0,16.698,43.76,58.039,0.0,0.0,31.33,31.33,0.2207
1,ダノンデサイル,1,差し,455.775,11,0.22,29.843,79.175,85.766,0.0,0.0,31.33,31.33,0.2207
15,マイユニバース,7,差し,452.615,12,6.22,33.003,70.558,80.631,0.0,0.0,31.33,31.33,0.2207
10,ジューンテイク,5,差し,448.85,13,4.0,36.769,67.114,73.771,0.0,0.0,31.33,31.33,0.2207
13,シェイクユアハート,7,差し,447.01,14,6.22,38.608,67.357,78.592,0.0,0.0,31.33,31.33,0.2207
14,スティンガーグラス,7,差し,446.231,15,6.0,39.388,61.121,77.264,0.0,0.0,31.33,31.33,0.2207
11,シンエンペラー,6,差し,443.259,16,5.22,42.36,54.86,73.209,0.0,0.0,31.33,31.33,0.2207
8,タガノデュード,4,追込,433.488,17,3.0,52.13,71.2,81.806,0.0,0.0,31.33,31.33,0.2207
6,ビザンチンドリーム,3,追込,417.879,18,2.0,67.74,58.422,76.695,0.0,0.0,31.33,31.33,0.2207
16,メイショウタバル,8,逃げ,492.977,1,7.0,0.0,74.557,75.358,0.0,0.0,31.805,31.805,0.2241
12,マイネルエンペラー,6,逃げ,489.577,2,5.0,3.399,52.086,66.306,0.0,0.0,31.805,31.805,0.2241
5,クロワデュノール,3,先行,485.81,3,2.22,7.166,84.154,89.408,0.0,0.0,31.805,31.805,0.2241
2,ミュージアムマイル,1,先行,484.427,4,0.0,8.549,73.195,82.272,0.0,0.0,31.805,31.805,0.2241
17,レガレイラ,8,先行,482.85,5,7.0,10.127,68.507,79.338,0.0,0.0,31.805,31.805,0.2241
9,コスモキュランダ,5,先行,480.905,6,4.22,12.071,64.219,71.241,0.0,0.0,31.805,31.805,0.2241
4,ミクニインスパイア,2,先行,480.413,7,1.0,12.564,62.769,75.093,0.0,0.0,31.805,31.805,0.2241
7,ファミリータイム,4,先行,479.697,8,3.22,13.28,60.592,73.6,0.0,0.0,31.805,31.805,0.2241
3,シュガークン,2,先行,478.116,9,1.22,14.861,52.467,61.843,0.0,0.0,31.805,31.805,0.2241
18,ミステリーウェイ,8,先行,476.278,10,7.0,16.698,43.76,58.039,0.0,0.0,31.805,31.805,0.2241
1,ダノンデサイル,1,差し,463.133,11,0.22,29.843,79.175,85.766,0.0,0.0,31.805,31.805,0.2241
15,マイユニバース,7,差し,459.973,12,6.22,33.003,70.558,80.631,0.0,0.0,31.805,31.805,0.2241
10,ジューンテイク,5,差し,456.207,13,4.0,36.769,67.114,73.771,0.0,0.0,31.805,31.805,0.2241
13,シェイクユアハート,7,差し,454.368,14,6.22,38.608,67.357,78.592,0.0,0.0,31.805,31.805,0.2241
14,スティンガーグラス,7,差し,453.589,15,6.0,39.388,61.121,77.264,0.0,0.0,31.805,31.805,0.2241
11,シンエンペラー,6,差し,450.617,16,5.22,42.36,54.86,73.209,0.0,0.0,31.805,31.805,0.2241
8,タガノデュード,4,追込,440.846,17,3.0,52.13,71.2,81.806,0.0,0.0,31.805,31.805,0.2241
6,ビザンチンドリーム,3,追込,425.237,18,2.0,67.74,58.422,76.695,0.0,0.0,31.805,31.805,0.2241
16,メイショウタバル,8,逃げ,500.334,1,7.0,0.0,74.557,75.358,0.0,0.0,32.28,32.28,0.2274
12,マイネルエンペラー,6,逃げ,496.935,2,5.0,3.399,52.086,66.306,0.0,0.0,32.28,32.28,0.2274
5,クロワデュノール,3,先行,493.168,3,2.22,7.166,84.154,89.408,0.0,0.0,32.28,32.28,0.2274
2,ミュージアムマイル,1,先行,491.785,4,0.0,8.549,73.195,82.272,0.0,0.0,32.28,32.28,0.2274
17,レガレイラ,8,先行,490.208,5,7.0,10.127,68.507,79.338,0.0,0.0,32.28,32.28,0.2274
9,コスモキュランダ,5,先行,488.263,6,4.22,12.071,64.219,71.241,0.0,0.0,32.28,32.28,0.2274
4,ミクニインスパイア,2,先行,487.771,7,1.0,12.564,62.769,75.093,0.0,0.0,32.28,32.28,0.2274
7,ファミリータイム,4,先行,487.055,8,3.22,13.28,60.592,73.6,0.0,0.0,32.28,32.28,0.2274
3,シュガークン,2,先行,485.474,9,1.22,14.861,52.467,61.843,0.0,0.0,32.28,32.28,0.2274
18,ミステリーウェイ,8,先行,483.636,10,7.0,16.698,43.76,58.039,0.0,0.0,32.28,32.28,0.2274
1,ダノンデサイル,1,差し,470.491,11,0.22,29.843,79.175,85.766,0.0,0.0,32.28,32.28,0.2274
15,マイユニバース,7,差し,467.331,12,6.22,33.003,70.558,80.631,0.0,0.0,32.28,32.28,0.2274
10,ジューンテイク,5,差し,463.565,13,4.0,36.769,67.114,73.771,0.0,0.0,32.28,32.28,0.2274
13,シェイクユアハート,7,差し,461.726,14,6.22,38.608,67.357,78.592,0.0,0.0,32.28,32.28,0.2274
